SystematicID	Gene_name	Synonyms	Names
SPAC29E6.09		SPAC30.13	SPAC29E6.09
SPAC2C4.08			SPAC2C4.08
SPAC2C4.09			SPAC2C4.09
SPAC2E12.03c			SPAC2E12.03c
SPAC2E1P3.01			SPAC2E1P3.01
SPAC2E1P3.05c			SPAC2E1P3.05c
SPAC2F3.02			SPAC2F3.02
SPAC2F3.05c			SPAC2F3.05c
SPAC2F3.07c			SPAC2F3.07c
SPAC2F3.16			SPAC2F3.16
SPAC2F3.18c			SPAC2F3.18c
SPAC2G11.04			SPAC2G11.04
SPAC2G11.09			SPAC2G11.09
SPAC2H10.01			SPAC2H10.01
SPAC2H10.04			SPAC2H10.04
SPAC30C2.03			SPAC30C2.03
SPAC30C2.08			SPAC30C2.08
SPAC30D11.02c			SPAC30D11.02c
SPAC30D11.14c			SPAC30D11.14c
SPAC31A2.10			SPAC31A2.10
SPAC31G5.05c			SPAC31G5.05c
SPAC31G5.21			SPAC31G5.21
SPAC323.03c			SPAC323.03c
SPAC323.04			SPAC323.04
SPAC323.07c			SPAC323.07c
SPAC328.09			SPAC328.09
SPAC32A11.02c			SPAC32A11.02c
SPAC343.06c			SPAC343.06c
SPAC343.20			SPAC343.20
SPAC343.21			SPAC343.21
SPAC3A11.11c			SPAC3A11.11c
SPAC3A12.02			SPAC3A12.02
SPAC3A12.06c			SPAC3A12.06c
SPAC3A12.08			SPAC3A12.08
SPAC3A12.19			SPAC3A12.19
SPAC3C7.04			SPAC3C7.04
SPAC3C7.13c			SPAC3C7.13c
SPAC3F10.09			SPAC3F10.09
SPAC3F10.12c			SPAC3F10.12c
SPAC3F10.16c			SPAC3F10.16c
SPAC3G6.03c			SPAC3G6.03c
SPAC3G6.05			SPAC3G6.05
SPAC3G6.07			SPAC3G6.07
SPAC3H1.06c			SPAC3H1.06c
SPAC3H1.08c			SPAC3H1.08c
SPAC3H5.08c			SPAC3H5.08c
SPAC3H5.09c			SPAC3H5.09c
SPAC3H5.11			SPAC3H5.11
SPAC3H8.04			SPAC3H8.04
SPAC3H8.08c			SPAC3H8.08c
SPAC458.02c			SPAC458.02c
SPAC4A8.02c			SPAC4A8.02c
SPAC4A8.06c			SPAC4A8.06c
SPAC4A8.14			SPAC4A8.14
SPAC4C5.01			SPAC4C5.01
SPAC4C5.03			SPAC4C5.03
SPAC4F10.16c			SPAC4F10.16c
SPAC4F10.17			SPAC4F10.17
SPAC4F8.04			SPAC4F8.04
SPAC4G8.04			SPAC4G8.04
SPAC4G8.08			SPAC4G8.08
SPAC4G8.09			SPAC4G8.09
SPAC4G9.19			SPAC4G9.19
SPAC4G9.22			SPAC4G9.22
SPAC4H3.01			SPAC4H3.01
SPAC4H3.03c			SPAC4H3.03c
SPAC4H3.04c			SPAC4H3.04c
SPAC4H3.06			SPAC4H3.06
SPAC4H3.08			SPAC4H3.08
SPAC4H3.09			SPAC4H3.09
SPAC4H3.16			SPAC4H3.16
SPAC4H3.17			SPAC4H3.17
SPAC513.02			SPAC513.02
SPAC513.04			SPAC513.04
SPAC513.07			SPAC513.07
SPAC521.03			SPAC521.03
SPAC56E4.03			SPAC56E4.03
SPAC56E4.07			SPAC56E4.07
SPAC56F8.02			SPAC56F8.02
SPAC56F8.07			SPAC56F8.07
SPAC56F8.12			SPAC56F8.12
SPAC56F8.13			SPAC56F8.13
SPAC56F8.15			SPAC56F8.15
SPAC57A10.07			SPAC57A10.07
SPAC57A10.08c			SPAC57A10.08c
SPAC57A7.05			SPAC57A7.05
SPAC57A7.07c			SPAC57A7.07c
SPAC57A7.09			SPAC57A7.09
SPAC57A7.13			SPAC57A7.13
SPAC57A7.15c			SPAC57A7.15c
SPAC5D6.04			SPAC5D6.04
SPAC5H10.03			SPAC5H10.03
SPAC5H10.04			SPAC5H10.04
SPAC5H10.05c			SPAC5H10.05c
SPAC5H10.07			SPAC5H10.07
SPAC5H10.10			SPAC5H10.10
SPAC607.02c			SPAC607.02c
SPAC607.06c		ppp57	SPAC607.06c
SPAC607.07c			SPAC607.07c
SPAC630.04c			SPAC630.04c
SPAC630.06c			SPAC630.06c
SPAC630.07c			SPAC630.07c
SPAC630.12			SPAC630.12
SPAC637.03			SPAC637.03
SPAC644.09			SPAC644.09
SPAC644.13c			SPAC644.13c
SPAC652.01			SPAC652.01
SPAC664.12c			SPAC664.12c
SPAC664.13			SPAC664.13
SPAC683.02c		SPAC694.01c	SPAC683.02c
SPAC683.03			SPAC683.03
SPAC688.03c			SPAC688.03c
SPAC688.12c			SPAC688.12c
SPAC688.16			SPAC688.16
SPAC694.02			SPAC694.02
SPAC694.03			SPAC694.03
SPAC694.04c			SPAC694.04c
SPAC6B12.04c			SPAC6B12.04c
SPAC6B12.07c			SPAC6B12.07c
SPAC6B12.13			SPAC6B12.13
SPAC6B12.14c			SPAC6B12.14c
SPAC6C3.03c			SPAC6C3.03c
SPAC6F6.04c			SPAC6F6.04c
SPAC6F6.11c			SPAC6F6.11c
SPAC6F6.13c			SPAC6F6.13c
SPAC6F6.19			SPAC6F6.19
SPAC6G10.10c			SPAC6G10.10c
SPAC6G9.01c			SPAC6G9.01c
SPAC732.02c			SPAC732.02c
SPAC750.01			SPAC750.01
SPAC750.02c			SPAC750.02c
SPAC750.03c			SPAC750.03c
SPAC750.06c			SPAC750.06c
SPAC750.07c			SPAC750.07c
SPAC750.08c			SPAC750.08c
SPAC7D4.05			SPAC7D4.05
SPAC7D4.08			SPAC7D4.08
SPAC7D4.12c			SPAC7D4.12c
SPAC7D4.13c			SPAC7D4.13c
SPAC806.02c			SPAC806.02c
SPAC806.04c			SPAC806.04c
SPAC806.05			SPAC806.05
SPAC806.06c			SPAC806.06c
SPAC806.11			SPAC806.11
SPAC823.09c			SPAC823.09c
SPAC824.03c			SPAC824.03c
SPAC824.09c			SPAC824.09c
SPAC869.01			SPAC869.01
SPAC869.03c			SPAC869.03c
SPAC869.04			SPAC869.04
SPAC869.05c			SPAC869.05c
SPAC869.09			SPAC869.09
SPAC8C9.04			SPAC8C9.04
SPAC8C9.19			SPAC8C9.19
SPAC8E11.04c			SPAC8E11.04c
SPAC8E11.05c			SPAC8E11.05c
SPAC8E11.06			SPAC8E11.06
SPAC8E11.08c			SPAC8E11.08c
SPAC8E11.10			SPAC8E11.10
SPAC8E11.12			SPAC8E11.12
SPAC8F11.04			SPAC8F11.04
SPAC8F11.08c			SPAC8F11.08c
SPAC9.02c			SPAC9.02c
SPAC9.06c			SPAC9.06c
SPAC9.07c			SPAC9.07c
SPAC9.08c			SPAC9.08c
SPAC9.11			SPAC9.11
SPAC922.03			SPAC922.03
SPAC922.04			SPAC922.04
SPAC922.05c			SPAC922.05c
SPAC922.06			SPAC922.06
SPAC922.09			SPAC922.09
SPAC926.02			SPAC926.02
SPAC926.06c			SPAC926.06c
SPAC959.06c			SPAC959.06c
SPAC959.11			SPAC959.11
SPAC977.03			SPAC977.03
SPAC977.04			SPAC977.04
SPAC977.05c			SPAC977.05c
SPAC977.06			SPAC977.06
SPAC977.09c			SPAC977.09c
SPAC977.12			SPAC977.12
SPAC977.13c			SPAC977.13c
SPAC977.14c			SPAC977.14c
SPAC977.15			SPAC977.15
SPAC977.17			SPAC977.17
SPAC977.18			SPAC977.18
SPAC9E9.01			SPAC9E9.01
SPAC9E9.02			SPAC9E9.02
SPAC9E9.04			SPAC9E9.04
SPAC9E9.06c			SPAC9E9.06c
SPAC9E9.15			SPAC9E9.15
SPAC9E9.17c			SPAC9E9.17c
SPAC9G1.07			SPAC9G1.07
SPAC9G1.08c			SPAC9G1.08c
SPAC9G1.14			SPAC9G1.14
SPACUNK4.09			SPACUNK4.09
SPACUNK4.13c			SPACUNK4.13c
SPACUNK4.15			SPACUNK4.15
SPACUNK4.17			SPACUNK4.17
SPACUNK4.20			SPACUNK4.20
SPAP11E10.01			SPAP11E10.01
SPAP14E8.05c			SPAP14E8.05c
SPAP27G11.11c			SPAP27G11.11c
SPAP27G11.12			SPAP27G11.12
SPAP27G11.14c			SPAP27G11.14c
SPAP27G11.16			SPAP27G11.16
SPAP32A8.02			SPAP32A8.02
SPAP8A3.07c			SPAP8A3.07c
SPAP8A3.13c			SPAP8A3.13c
SPAPB15E9.02c			SPAPB15E9.02c
SPAPB15E9.06			SPAPB15E9.06
SPAPB17E12.09			SPAPB17E12.09
SPAPB17E12.10c			SPAPB17E12.10c
SPAPB17E12.12c			SPAPB17E12.12c
SPAPB17E12.14c			SPAPB17E12.14c
SPAPB18E9.04c			SPAPB18E9.04c
SPAPB18E9.05c			SPAPB18E9.05c
SPAPB1A10.05			SPAPB1A10.05
SPAPB1A10.07c			SPAPB1A10.07c
SPAPB1A10.08			SPAPB1A10.08
SPAPB1A10.13			SPAPB1A10.13
SPAPB1A11.02			SPAPB1A11.02
SPAPB1A11.03			SPAPB1A11.03
SPAPB1A11.06		prl31,SPNCRNA.31	SPAPB1A11.06
SPAPB1E7.01c			SPAPB1E7.01c
SPAPB1E7.04c			SPAPB1E7.04c
SPAPB1E7.08c			SPAPB1E7.08c
SPAPB24D3.02c			SPAPB24D3.02c
SPAPB24D3.03			SPAPB24D3.03
SPAPB24D3.05c			SPAPB24D3.05c
SPAPB24D3.06c			SPAPB24D3.06c
SPAPB24D3.07c			SPAPB24D3.07c
SPAPB24D3.08c			SPAPB24D3.08c
SPAPB2B4.06			SPAPB2B4.06
SPAPB2B4.07			SPAPB2B4.07
SPAPB2C8.01			SPAPB2C8.01
SPAPB8E5.08			SPAPB8E5.08
SPAPB8E5.10			SPAPB8E5.10
SPAPJ691.02			SPAPJ691.02
SPAPJ695.01c			SPAPJ695.01c
SPAPJ695.02			SPAPJ695.02
SPAPYUG7.05			SPAPYUG7.05
SPATRNAALA.01			SPATRNAALA.01
SPATRNAALA.04			SPATRNAALA.04
SPATRNAALA.05			SPATRNAALA.05
SPATRNAALA.06			SPATRNAALA.06
SPATRNAARG.01			SPATRNAARG.01
SPATRNAARG.02			SPATRNAARG.02
SPATRNAARG.03			SPATRNAARG.03
SPATRNAASP.01			SPATRNAASP.01
SPATRNAASP.02			SPATRNAASP.02
SPATRNACYS.01			SPATRNACYS.01
SPATRNACYS.02			SPATRNACYS.02
SPATRNACYS.03			SPATRNACYS.03
SPATRNAGLU.01			SPATRNAGLU.01
SPATRNAGLU.02			SPATRNAGLU.02
SPATRNAGLU.03			SPATRNAGLU.03
SPATRNAGLU.04			SPATRNAGLU.04
SPATRNAGLY.01			SPATRNAGLY.01
SPATRNAGLY.02			SPATRNAGLY.02
SPATRNAILE.01			SPATRNAILE.01
SPATRNAILE.02			SPATRNAILE.02
SPATRNAILE.03			SPATRNAILE.03
SPATRNAILE.04			SPATRNAILE.04
SPATRNALEU.01			SPATRNALEU.01
SPATRNALEU.02			SPATRNALEU.02
SPATRNALEU.03			SPATRNALEU.03
SPATRNALEU.04			SPATRNALEU.04
SPATRNALYS.01			SPATRNALYS.01
SPATRNALYS.02			SPATRNALYS.02
SPATRNALYS.03			SPATRNALYS.03
SPATRNALYS.04			SPATRNALYS.04
SPATRNALYS.05			SPATRNALYS.05
SPATRNAMET.01			SPATRNAMET.01
SPATRNAMET.02			SPATRNAMET.02
SPATRNAMET.03			SPATRNAMET.03
SPATRNAPHE.01			SPATRNAPHE.01
SPATRNAPHE.02			SPATRNAPHE.02
SPATRNAPRO.01			SPATRNAPRO.01
SPATRNAPRO.03			SPATRNAPRO.03
SPATRNASER.01		sup12	SPATRNASER.01
SPATRNASER.02			SPATRNASER.02
SPATRNASER.04			SPATRNASER.04
SPATRNATHR.01			SPATRNATHR.01
SPATRNATHR.02			SPATRNATHR.02
SPATRNATHR.03			SPATRNATHR.03
SPATRNATHR.04			SPATRNATHR.04
SPATRNATHR.05			SPATRNATHR.05
SPATRNATRP.01			SPATRNATRP.01
SPATRNATYR.01			SPATRNATYR.01
SPATRNAVAL.01			SPATRNAVAL.01
SPATRNAVAL.02			SPATRNAVAL.02
SPATRNAVAL.03			SPATRNAVAL.03
SPATRNAVAL.04			SPATRNAVAL.04
SPBC106.03			SPBC106.03
SPBC1105.01		SPBPB7E8.03	SPBC1105.01
SPBC1105.13c			SPBC1105.13c
SPBC115.03		SPBC839.18c	SPBC115.03
SPBC119.03			SPBC119.03
SPBC119.16c			SPBC119.16c
SPBC1198.03c			SPBC1198.03c
SPBC1198.05			SPBC1198.05
SPBC1198.06c			SPBC1198.06c
SPBC1198.07c			SPBC1198.07c
SPBC11B10.08			SPBC11B10.08
SPBC11C11.01		SPBC17D1.08	SPBC11C11.01
SPBC11C11.05			SPBC11C11.05
SPBC11C11.06c			SPBC11C11.06c
SPBC1271.03c			SPBC1271.03c
SPBC1271.05c			SPBC1271.05c
SPBC1271.07c			SPBC1271.07c
SPBC1271.08c			SPBC1271.08c
SPBC1271.10c			SPBC1271.10c
SPBC1271.14			SPBC1271.14
SPBC1289.14		SPBC8E4.10c	SPBC1289.14
SPBC12C2.01c		SPBC17F3.03c	SPBC12C2.01c
SPBC12C2.03c			SPBC12C2.03c
SPBC12C2.04			SPBC12C2.04
SPBC12C2.14c			SPBC12C2.14c
SPBC12D12.05c			SPBC12D12.05c
SPBC1347.05c			SPBC1347.05c
SPBC1347.08c			SPBC1347.08c
SPBC1347.09			SPBC1347.09
SPBC1347.14c			SPBC1347.14c
SPBC1348.01			SPBC1348.01
SPBC1348.04			SPBC1348.04
SPBC1348.05			SPBC1348.05
SPBC1348.06c			SPBC1348.06c
SPBC1348.07			SPBC1348.07
SPBC1348.08c			SPBC1348.08c
SPBC1348.09			SPBC1348.09
SPBC1348.10c			SPBC1348.10c
SPBC1348.11		SPAC1348.11	SPBC1348.11
SPBC1348.12		SPAC1348.12	SPBC1348.12
SPBC1348.15			SPBC1348.15
SPBC13A2.03			SPBC13A2.03
SPBC13E7.07			SPBC13E7.07
SPBC13G1.05			SPBC13G1.05
SPBC13G1.15c			SPBC13G1.15c
SPBC13G1.16		SPNCRNA.543,SPNGAF69	SPBC13G1.16
SPBC146.02			SPBC146.02
SPBC14C8.11c			SPBC14C8.11c
SPBC14C8.15			SPBC14C8.15
SPBC14F5.01		SPBC1861.10	SPBC14F5.01
SPBC14F5.10c			SPBC14F5.10c
SPBC1539.02			SPBC1539.02
SPBC15C4.02			SPBC15C4.02
SPBC15C4.04c			SPBC15C4.04c
SPBC15C4.06c		SPBC21H7.01c	SPBC15C4.06c
SPBC15D4.05			SPBC15D4.05
SPBC15D4.08c			SPBC15D4.08c
SPBC15D4.11c			SPBC15D4.11c
SPBC15D4.13c			SPBC15D4.13c
SPBC1604.03c			SPBC1604.03c
SPBC1604.04			SPBC1604.04
SPBC1604.12			SPBC1604.12
SPBC1604.16c			SPBC1604.16c
SPBC1652.02		SPBC16A3.20c	SPBC1652.02
SPBC1683.01			SPBC1683.01
SPBC1683.02			SPBC1683.02
SPBC1683.03c			SPBC1683.03c
SPBC1683.04			SPBC1683.04
SPBC1683.05			SPBC1683.05
SPBC1683.11c			SPBC1683.11c
SPBC1683.12			SPBC1683.12
SPBC1685.04			SPBC1685.04
SPBC1685.17			SPBC1685.17
SPBC16A3.02c			SPBC16A3.02c
SPBC16A3.12c			SPBC16A3.12c
SPBC16A3.14			SPBC16A3.14
SPBC16A3.17c			SPBC16A3.17c
SPBC16C6.01c		SPBC543.11c	SPBC16C6.01c
SPBC16D10.01c		SPBC418.03c	SPBC16D10.01c
SPBC16E9.02c			SPBC16E9.02c
SPBC16E9.15			SPBC16E9.15
SPBC16E9.19			SPBC16E9.19
SPBC16E9.20			SPBC16E9.20
SPBC16G5.06			SPBC16G5.06
SPBC16G5.07c			SPBC16G5.07c
SPBC16G5.16			SPBC16G5.16
SPBC16G5.17			SPBC16G5.17
SPBC16G5.19			SPBC16G5.19
SPBC16H5.08c			SPBC16H5.08c
SPBC16H5.12c		SPNGAF91	SPBC16H5.12c
SPBC16H5.14c		SPBC21H7.08	SPBC16H5.14c
SPBC16H5.15			SPBC16H5.15
SPBC1703.08c			SPBC1703.08c
SPBC1703.09			SPBC1703.09
SPBC1703.13c			SPBC1703.13c
SPBC1709.03			SPBC1709.03
SPBC1709.16c			SPBC1709.16c
SPBC1711.09c			SPBC1711.09c
SPBC1711.15c			SPBC1711.15c
SPBC1773.03c			SPBC1773.03c
SPBC1773.04			SPBC1773.04
SPBC1773.12			SPBC1773.12
SPBC1773.13			SPBC1773.13
SPBC1773.16c			SPBC1773.16c
SPBC1778.03c			SPBC1778.03c
SPBC1778.07			SPBC1778.07
SPBC1778.09			SPBC1778.09
SPBC17A3.03c			SPBC17A3.03c
SPBC17A3.05c			SPBC17A3.05c
SPBC17A3.06			SPBC17A3.06
SPBC17A3.08			SPBC17A3.08
SPBC17D1.05			SPBC17D1.05
SPBC17D11.03c			SPBC17D11.03c
SPBC17G9.06c			SPBC17G9.06c
SPBC17G9.12c			SPBC17G9.12c
SPBC17G9.13c			SPBC17G9.13c
SPBC1861.05			SPBC1861.05
SPBC1861.07			SPBC1861.07
SPBC18A7.02c			SPBC18A7.02c
SPBC18E5.01		SPBC29A3.19	SPBC18E5.01
SPBC18E5.08			SPBC18E5.08
SPBC18E5.09c			SPBC18E5.09c
SPBC18E5.10			SPBC18E5.10
SPBC18E5.14c			SPBC18E5.14c
SPBC18E5.15			SPBC18E5.15
SPBC18H10.05			SPBC18H10.05
SPBC18H10.09			SPBC18H10.09
SPBC18H10.17c			SPBC18H10.17c
SPBC18H10.18c			SPBC18H10.18c
SPBC1921.04c			SPBC1921.04c
SPBC19C2.10			SPBC19C2.10
SPBC19C7.04c			SPBC19C7.04c
SPBC19C7.05			SPBC19C7.05
SPBC19C7.11			SPBC19C7.11
SPBC19F5.04			SPBC19F5.04
SPBC19F8.05			SPBC19F8.05
SPBC19G7.18c		SPBC19G7.11c	SPBC19G7.18c
SPBC1A4.04			SPBC1A4.04
SPBC1A4.11c			SPBC1A4.11c
SPBC1E8.02			SPBC1E8.02
SPBC1E8.03c			SPBC1E8.03c
SPBC1E8.05			SPBC1E8.05
SPBC20F10.02c			SPBC20F10.02c
SPBC20F10.03			SPBC20F10.03
SPBC21.03c			SPBC21.03c
SPBC215.01		SPBC3B9.20	SPBC215.01
SPBC215.06c			SPBC215.06c
SPBC215.11c			SPBC215.11c
SPBC216.03			SPBC216.03
SPBC21B10.02			SPBC21B10.02
SPBC21B10.07			SPBC21B10.07
SPBC21B10.08c			SPBC21B10.08c
SPBC21B10.09			SPBC21B10.09
SPBC21B10.15			SPBC21B10.15
SPBC21C3.03			SPBC21C3.03
SPBC21C3.06			SPBC21C3.06
SPBC21C3.12c			SPBC21C3.12c
SPBC21C3.14c			SPBC21C3.14c
SPBC21C3.15c			SPBC21C3.15c
SPBC21D10.08c			SPBC21D10.08c
SPBC21H7.03c			SPBC21H7.03c
SPBC23G7.10c			SPBC23G7.10c
SPBC23G7.13c			SPBC23G7.13c
SPBC23G7.14			SPBC23G7.14
SPBC24C6.03			SPBC24C6.03
SPBC24C6.09c			SPBC24C6.09c
SPBC25B2.03			SPBC25B2.03
SPBC25B2.08			SPBC25B2.08
SPBC25B2.10			SPBC25B2.10
SPBC25D12.06			SPBC25D12.06
SPBC26H8.11c			SPBC26H8.11c
SPBC26H8.13c			SPBC26H8.13c
SPBC27.05			SPBC27.05
SPBC27B12.05			SPBC27B12.05
SPBC27B12.07			SPBC27B12.07
SPBC27B12.12c			SPBC27B12.12c
SPBC28E12.02		SPBC9B6.13	SPBC28E12.02
SPBC28E12.04			SPBC28E12.04
SPBC28F2.05c			SPBC28F2.05c
SPBC29A10.16c			SPBC29A10.16c
SPBC29A3.21			SPBC29A3.21
SPBC29B5.04c			SPBC29B5.04c
SPBC2A9.02			SPBC2A9.02
SPBC2A9.03			SPBC2A9.03
SPBC2A9.10			SPBC2A9.10
SPBC2A9.13			SPBC2A9.13
SPBC2A9.14			SPBC2A9.14
SPBC2D10.08c			SPBC2D10.08c
SPBC2F12.10			SPBC2F12.10
SPBC2G2.17c			SPBC2G2.17c
SPBC2G5.01			SPBC2G5.01
SPBC2G5.05			SPBC2G5.05
SPBC30B4.09			SPBC30B4.09
SPBC30D10.05c			SPBC30D10.05c
SPBC30D10.09c			SPBC30D10.09c
SPBC30D10.14			SPBC30D10.14
SPBC30D10.15			SPBC30D10.15
SPBC31A8.02		SPBC3D6.01	SPBC31A8.02
SPBC31F10.02			SPBC31F10.02
SPBC31F10.17c			SPBC31F10.17c
SPBC32F12.07c			SPBC32F12.07c
SPBC32F12.10			SPBC32F12.10
SPBC32F12.12c			SPBC32F12.12c
SPBC32H8.01c		SPBP22H7.10c	SPBC32H8.01c
SPBC32H8.05			SPBC32H8.05
SPBC32H8.15			SPBC32H8.15
SPBC336.16			SPBC336.16
SPBC337.02c			SPBC337.02c
SPBC337.11			SPBC337.11
SPBC354.04			SPBC354.04
SPBC354.07c			SPBC354.07c
SPBC359.01		SPBPB10D8.08	SPBC359.01
SPBC36.01c			SPBC36.01c
SPBC36.02c			SPBC36.02c
SPBC36.11			SPBC36.11
SPBC365.04c			SPBC365.04c
SPBC365.16			SPBC365.16
SPBC3B8.04c			SPBC3B8.04c
SPBC3B8.06			SPBC3B8.06
SPBC3B8.08			SPBC3B8.08
SPBC3D6.16			SPBC3D6.16
SPBC3E7.04c			SPBC3E7.04c
SPBC3E7.07c			SPBC3E7.07c
SPBC3E7.09			SPBC3E7.09
SPBC3E7.11c			SPBC3E7.11c
SPBC3E7.17			SPBC3E7.17
SPBC3F6.01c			SPBC3F6.01c
SPBC3H7.02			SPBC3H7.02
SPBC3H7.04			SPBC3H7.04
SPBC3H7.05c			SPBC3H7.05c
SPBC3H7.08c			SPBC3H7.08c
SPBC4.02c			SPBC4.02c
SPBC4.06			SPBC4.06
SPBC405.02c		SPBC4C3.01	SPBC405.02c
SPBC405.03c			SPBC405.03c
SPBC409.08			SPBC409.08
SPBC409.17c			SPBC409.17c
SPBC409.18			SPBC409.18
SPBC418.02			SPBC418.02
SPBC428.10			SPBC428.10
SPBC428.12c			SPBC428.12c
SPBC428.14			SPBC428.14
SPBC428.15			SPBC428.15
SPBC460.01c			SPBC460.01c
SPBC460.02c			SPBC460.02c
SPBC460.04c			SPBC460.04c
SPBC460.05			SPBC460.05
SPBC4B4.11			SPBC4B4.11
SPBC4B4.12c			SPBC4B4.12c
SPBC530.02			SPBC530.02
SPBC530.07c			SPBC530.07c
SPBC530.08			SPBC530.08
SPBC530.11c			SPBC530.11c
SPBC530.15c		SPBC661.01	SPBC530.15c
SPBC543.02c			SPBC543.02c
SPBC543.08			SPBC543.08
SPBC557.02c			SPBC557.02c
SPBC557.05			SPBC557.05
SPBC56F2.05c			SPBC56F2.05c
SPBC56F2.07c			SPBC56F2.07c
SPBC577.03c			SPBC577.03c
SPBC577.11			SPBC577.11
SPBC582.08			SPBC582.08
SPBC582.10c			SPBC582.10c
SPBC609.01			SPBC609.01
SPBC646.08c			SPBC646.08c
SPBC651.04			SPBC651.04
SPBC651.07			SPBC651.07
SPBC660.05			SPBC660.05
SPBC660.06			SPBC660.06
SPBC660.08			SPBC660.08
SPBC660.17c			SPBC660.17c
SPBC685.03			SPBC685.03
SPBC685.08			SPBC685.08
SPBC6B1.03c			SPBC6B1.03c
SPBC713.07c		ppn1	SPBC713.07c
SPBC713.09			SPBC713.09
SPBC713.14c		SPBC713.13	SPBC713.14c
SPBC725.03			SPBC725.03
SPBC776.03			SPBC776.03
SPBC776.06c			SPBC776.06c
SPBC800.10c			SPBC800.10c
SPBC800.11			SPBC800.11
SPBC800.12c			SPBC800.12c
SPBC800.14c			SPBC800.14c
SPBC83.05			SPBC83.05
SPBC83.06c			SPBC83.06c
SPBC83.12			SPBC83.12
SPBC83.16c			SPBC83.16c
SPBC83.19c			SPBC83.19c
SPBC887.02			SPBC887.02
SPBC887.08			SPBC887.08
SPBC887.12			SPBC887.12
SPBC887.16			SPBC887.16
SPBC887.17			SPBC887.17
SPBC8D2.11			SPBC8D2.11
SPBC8D2.16c			SPBC8D2.16c
SPBC8D2.18c			SPBC8D2.18c
SPBC8E4.03			SPBC8E4.03
SPBC8E4.04			SPBC8E4.04
SPBC8E4.05c			SPBC8E4.05c
SPBC902.03			SPBC902.03
SPBC947.06c			SPBC947.06c
SPBC9B6.03			SPBC9B6.03
SPBC9B6.11c			SPBC9B6.11c
SPBCPT2R1.01c		SPBPB2B2.20c	SPBCPT2R1.01c
SPBCPT2R1.02			SPBCPT2R1.02
SPBCPT2R1.03			SPBCPT2R1.03
SPBCPT2R1.04c			SPBCPT2R1.04c
SPBCPT2R1.05c			SPBCPT2R1.05c
SPBCPT2R1.06c			SPBCPT2R1.06c
SPBCPT2R1.07c			SPBCPT2R1.07c
SPBCPT2R1.10			SPBCPT2R1.10
SPBP19A11.02c			SPBP19A11.02c
SPBP19A11.07c		SPBP4H10.02c	SPBP19A11.07c
SPBP22H7.04			SPBP22H7.04
SPBP23A10.11c			SPBP23A10.11c
SPBP23A10.17			SPBP23A10.17
SPBP35G2.04c			SPBP35G2.04c
SPBP35G2.17			SPBP35G2.17
SPBP4H10.07			SPBP4H10.07
SPBP4H10.12			SPBP4H10.12
SPBP4H10.14c			SPBP4H10.14c
SPBP4H10.16c			SPBP4H10.16c
SPBP4H10.17c			SPBP4H10.17c
SPBP4H10.18c			SPBP4H10.18c
SPBP4H10.19c			SPBP4H10.19c
SPBP8B7.17c			SPBP8B7.17c
SPBP8B7.18c			SPBP8B7.18c
SPBP8B7.26			SPBP8B7.26
SPBP8B7.31			SPBP8B7.31
SPBP8B7.32			SPBP8B7.32
SPBPB10D8.01			SPBPB10D8.01
SPBPB10D8.02c			SPBPB10D8.02c
SPBPB10D8.03			SPBPB10D8.03
SPBPB10D8.04c			SPBPB10D8.04c
SPBPB10D8.05c			SPBPB10D8.05c
SPBPB10D8.06c			SPBPB10D8.06c
SPBPB10D8.07c			SPBPB10D8.07c
SPBPB21E7.02c		SPAPB21E7.02c	SPBPB21E7.02c
SPBPB21E7.04c			SPBPB21E7.04c
SPBPB21E7.05			SPBPB21E7.05
SPBPB21E7.06		SPAPB21E7.06	SPBPB21E7.06
SPBPB21E7.08		SPAPB21E7.08	SPBPB21E7.08
SPBPB21E7.09		SPAPB21E7.09	SPBPB21E7.09
SPBPB21E7.10			SPBPB21E7.10
SPBPB21E7.11			SPBPB21E7.11
SPBPB2B2.01			SPBPB2B2.01
SPBPB2B2.05			SPBPB2B2.05
SPBPB2B2.06c			SPBPB2B2.06c
SPBPB2B2.07c			SPBPB2B2.07c
SPBPB2B2.08			SPBPB2B2.08
SPBPB2B2.14c			SPBPB2B2.14c
SPBPB2B2.15			SPBPB2B2.15
SPBPB2B2.16c			SPBPB2B2.16c
SPBPB2B2.18			SPBPB2B2.18
SPBPB2B2.19c			SPBPB2B2.19c
SPBPB7E8.01			SPBPB7E8.01
SPBPB7E8.02			SPBPB7E8.02
SPBPB8B6.02c			SPBPB8B6.02c
SPBPB8B6.05c			SPBPB8B6.05c
SPBPJ4664.02			SPBPJ4664.02
SPBPJ4664.05			SPBPJ4664.05
SPBTRNAALA.07			SPBTRNAALA.07
SPBTRNAALA.08			SPBTRNAALA.08
SPBTRNAALA.09			SPBTRNAALA.09
SPBTRNAALA.10			SPBTRNAALA.10
SPBTRNAALA.11			SPBTRNAALA.11
SPBTRNAARG.04			SPBTRNAARG.04
SPBTRNAARG.05			SPBTRNAARG.05
SPBTRNAARG.06			SPBTRNAARG.06
SPBTRNAARG.07			SPBTRNAARG.07
SPBTRNAASN.01			SPBTRNAASN.01
SPBTRNAASN.02			SPBTRNAASN.02
SPBTRNAASN.03			SPBTRNAASN.03
SPBTRNAASN.04			SPBTRNAASN.04
SPBTRNAASP.04			SPBTRNAASP.04
SPBTRNAASP.05			SPBTRNAASP.05
