SystematicID	Gene_name	Synonyms	Names
SPAC823.15	ppa1		ppa1
SPAC19G12.13c	poz1		poz1
SPAC26H5.06	pot1		pot1
SPAC323.01c	pos5		pos5
SPAC16E8.08	pos1		pos1
SPAC1635.01	por1		por1
SPBC1709.20	pop8		pop8
SPBP8B7.01c	pop7		pop7
SPAC1805.18	pop6	new2	pop6
SPCC830.09c	pop5		pop5
SPBC1703.01c	pop4	SPBP4H10.22c	pop4
SPBC21B10.05c	pop3	wat1	pop3
SPCC16C4.05	pop23		pop23
SPAC4D7.03	pop2	sud1	pop2
SPAC25B8.16	pop100		pop100
SPBC1718.01	pop1	ste16,SPBC2G2.18	pop1
SPAC1002.02	pom34	mug31	pom34
SPAC16C9.07	pom2	ppk5,SPAC2G11.01,mug189	pom2
SPBC29A10.07	pom152		pom152
SPAC2F7.03c	pom1		pom1
SPBC14C8.14c	pol5		pol5
SPNCRNA.660	pol4-antisense-2		pol4-antisense-2
SPNCRNA.552	pol4-antisense-1	SPNG2AF10	pol4-antisense-1
SPAC2F7.06c	pol4		pol4
SPAC3H5.06c	pol1	swi7,polA	pol1
SPCC24B10.22	pog1	SPCPB16A4.01	pog1
SPNCRNA.1471	pof9-antisense-1		pof9-antisense-1
SPBC3H7.06c	pof9		pof9
SPAC17G6.17	pof8	lar7	pof8
SPCC1827.08c	pof7	SPCC70.11c	pof7
SPCC18.04	pof6		pof6
SPAC6F6.02c	pof5		pof5
SPBC29A3.08	pof4		pof4
SPCC338.16	pof3		pof3
SPBC25B2.11	pof2		pof2
SPAPB1A10.14	pof15		pof15
SPNCRNA.807	pof14-antisense-1		pof14-antisense-1
SPAC13D6.01	pof14		pof14
SPBC1271.01c	pof13		pof13
SPBC56F2.01	pof12		pof12
SPAC29E6.01	pof11	SPAC30.05,mug156	pof11
SPNCRNA.1563	pof10-antisense-1		pof10-antisense-1
SPBC1703.06	pof10		pof10
SPAC57A10.05c	pof1		pof1
SPBC609.05	pob3		pob3
SPBC1289.04c	pob1		pob1
SPAC17C9.08	pnu1	nuc1,end1	pnu1
SPAC2C4.11c	pno1	rbp28	pno1
SPAC26F1.02	pnn1		pnn1
SPAC23C11.04c	pnk1		pnk1
SPAC16E8.12c	png3		png3
SPBC1709.11c	png2		png2
SPAC3G9.08	png1		png1
SPBC365.20c	pnc1	SPBC557.06c	pnc1
SPBC365.06	pmt3	ubl2,smt3	pmt3
SPBC19C2.02	pmt1	dnmt2	pmt1
SPAC19G12.02c	pms1		pms1
SPBC31E1.02c	pmr1	cps5	pmr1
SPCC1183.09c	pmp31	mug75	pmp31
SPBC713.11c	pmp3		pmp3
SPCC330.06c	pmp20		pmp20
SPNCRNA.565	pmp1-antisense-1	SPNG2A43	pmp1-antisense-1
SPBC1685.01	pmp1	dsp1	pmp1
SPAC1834.06c	pmo25		pmo25
SPAC1556.07	pmm1		pmm1
SPBC119.08	pmk1	spm1	pmk1
SPBC776.18c	pmh1	mcr1	pmh1
SPCC663.03	pmd1		pmd1
SPBC1105.06	pmc4	med4	pmc4
SPAC17C9.05c	pmc3	prk1,med27	pmc3
SPAPB2B4.04c	pmc1		pmc1
SPCC1020.01c	pma2	SPCC1393.01	pma2
SPAC1071.10c	pma1		pma1
SPAC9E9.11	plr1	plr	plr1
SPBC2A9.09	plp2		plp2
SPAC2F3.12c	plp1		plp1
SPAC23C11.16	plo1		plo1
SPAC1687.05	pli1		pli1
SPBC776.14	plh1		plh1
SPBC106.11c	plg7		plg7
SPAC2F7.16c	pld1		pld1
SPAC22F8.11	plc1		plc1
SPAC1A6.04c	plb1		plb1
SPBC646.04	pla1		pla1
SPBC543.03c	pku80		pku80
SPNCRNA.1264	pku70-antisense-1		pku70-antisense-1
SPCC126.02c	pku70		pku70
SPBP23A10.02	pkr1		pkr1
SPAC644.11c	pkp1		pkp1
SPNCRNA.561	pkl1-antisense-1	SPNG2AF3	pkl1-antisense-1
SPAC3A11.14c	pkl1	klp1,SPAC3H5.03c	pkl1
SPAC1F7.03	pkd2		pkd2
SPBC106.10	pka1	tpk,git6,sam1,sam5,sam6,sam7	pka1
SPAC3C7.06c	pit1		pit1
SPAC1D4.08	pis1		pis1
SPBC725.08	pir2	ars2	pir2
SPCC16C4.03	pin1		pin1
SPNCRNA.1520	pim1-antisense-1		pim1-antisense-1
SPBC557.03c	pim1	dcd1,ptr2	pim1
SPAC3C7.02c	pil2		pil2
SPCC736.15	pil1		pil1
SPAC458.05	pik3	vps34	pik3
SPAC22E12.16c	pik1		pik1
SPBC336.15	pic1	SPBC685.01	pic1
SPBC36B7.05c	pib1		pib1
SPAC32A11.03c	phx1		phx1
SPBC11B10.10c	pht1		pht1
SPBC19C2.15c	phs1	SPBC2F12.16	phs1
SPBC3B8.02	php5		php5
SPBC16E9.01c	php4	SPBP16F5.09c	php4
SPAC23C11.08	php3		php3
SPBC725.11c	php2		php2
SPBC8E4.01c	pho84	SPBP4G3.01	pho84
SPBC14F5.13c	pho8		pho8
SPBC27B12.11c	pho7		pho7
SPBC428.03c	pho4		pho4
SPBC15D4.15	pho2		pho2
SPBP4G3.02	pho1		pho1
SPAC30D11.08c	phf2	swp2,saf60	phf2
SPCC4G3.07c	phf1	swp1,saf50	phf1
SPCC1322.16	phb2		phb2
SPAC1782.06c	phb1		phb1
SPBC30D10.16	pha2		pha2
SPAC29B12.10c	pgt1	opt1	pgt1
SPBP18G5.02	pgs1		pgs1
SPBC17A3.07	pgr1		pgr1
SPNCRNA.1620	pgp2-antisense-1		pgp2-antisense-1
SPCC1259.10	pgp1		pgp1
SPBC14F5.04c	pgk1		pgk1
SPBC1604.05	pgi1		pgi1
SPAC4D7.02c	pgc1		pgc1
SPAC823.07	pga3		pga3
SPBC27.01c	pga2		pga2
SPAC167.09	pga1		pga1
SPAC12G12.14c	pfs2		pfs2
SPAC186.01	pfl9		pfl9
SPAC1F8.06	pfl8	fta5	pfl8
SPBC359.04c	pfl7		pfl7
SPAC977.07c	pfl6		pfl6
SPBC1289.15	pfl5	SPBC8E4.07c	pfl5
SPNCRNA.1201	pfl4-antisense-1		pfl4-antisense-1
SPCC188.09c	pfl4		pfl4
SPBC947.04	pfl3		pfl3
SPAPB15E9.01c	pfl2	SPAPB18E9.06c	pfl2
SPBC16H5.02	pfk1		pfk1
SPBC887.14c	pfh1	pif1	pfh1
SPNCRNA.1461	pfd1-antisense-1		pfd1-antisense-1
SPBC691.01	pfa5		pfa5
SPBC2F12.15c	pfa3		pfa3
SPAC17D4.01	pex7	SPAC1834.12	pex7
SPAC17A5.01	pex6		pex6
SPBC725.07	pex5		pex5
SPCC550.09	pex32		pex32
SPAC29A4.14c	pex3		pex3
SPAC19D5.02c	pex22		pex22
SPAC17C9.14	pex19		pex19
SPBC646.15c	pex16		pex16
SPNCRNA.1633	pex14-antisense-1		pex14-antisense-1
SPBC13G1.03c	pex14		pex14
SPAC3C7.10	pex13		pex13
SPAPB17E12.03	pex12		pex12
SPBC582.09	pex11		pex11
SPCC553.03	pex1		pex1
SPBC1271.11	pet802		pet802
SPAC12B10.09	pet801		pet801
SPAC22E12.01	pet3	SPAC890.09	pet3
SPBC83.11	pet2		pet2
SPCC1183.04c	pet127		pet127
SPNCRNA.1646	pet117-antisense-1		pet117-antisense-1
SPBC1604.25	pet117	SPNG1899	pet117
SPAC22F8.04	pet1		pet1
SPAP7G5.06	per1		per1
SPAC17G6.08	pep7	vac1	pep7
SPNCRNA.1277	pep3-antisense-1		pep3-antisense-1
SPCC790.02	pep3	vps18	pep3
SPBC31E1.04	pep12		pep12
SPBC543.07	pek1	skh1,mkk1	pek1
SPAC3G9.12	peg1	cls1	peg1
SPCC16C4.11	pef1	p31	pef1
SPAC1093.02	pdx3		pdx3
SPCC1259.09c	pdx1		pdx1
SPAC27F1.08	pdt1		pdt1
SPNCRNA.773	pds5-antisense-1		pds5-antisense-1
SPAC110.02	pds5		pds5
SPCC23B6.04c	pdr16		pdr16
SPAPB24D3.09c	pdr1		pdr1
SPAC23D3.01	pdp3		pdp3
SPBC215.07c	pdp2		pdp2
SPNCRNA.1484	pdp1-antisense-1		pdp1-antisense-1
SPBC29A3.13	pdp1		pdp1
SPCC1840.08c	pdi5		pdi5
SPAC959.05c	pdi4		pdi4
SPBC3D6.13c	pdi3	pdi2	pdi3
SPAC17H9.14c	pdi2		pdi2
SPAC1F5.02	pdi1		pdi1
SPCC1235.08c	pdh1		pdh1
SPNCRNA.1386	pdf1-antisense-1		pdf1-antisense-1
SPBC530.12c	pdf1		pdf1
SPAC13A11.06	pdc202	SPAC3H8.01	pdc202
SPAC3G9.11c	pdc201		pdc201
SPBC19G7.10c	pdc2	ppo1	pdc2
SPAC186.09	pdc102		pdc102
SPAC1F8.07c	pdc101		pdc101
SPAC20G4.08	pdc1	SPAC4F10.01	pdc1
SPBC30D10.13c	pdb1	agg1	pdb1
SPAC26F1.03	pda1		pda1
SPCC1827.02c	pcy1	pct1	pcy1
SPAC3A11.08	pcu4	cul4,Cul-4	pcu4
SPAC644.04	pct1		pct1
SPAC3H1.10	pcs2	pcs	pcs2
SPAC21E11.03c	pcr1	mts2	pcr1
SPNCRNA.898	pcp1-antisense-1		pcp1-antisense-1
SPAC6G9.06c	pcp1		pcp1
SPBC16D10.09	pcn1	pcn	pcn1
SPAC869.08	pcm2		pcm2
SPCC330.10	pcm1		pcm1
SPBC1683.10c	pcl1		pcl1
SPBC12D12.04c	pck2	sts6,pkc1	pck2
SPNCRNA.818	pck1-antisense-1		pck1-antisense-1
SPAC17G8.14c	pck1	SPAC22H10.01c	pck1
SPBC1105.07c	pci2	tho1	pci2
SPBC32F12.06	pch1		pch1
SPAC25H1.06	pcf3		pcf3
SPNCRNA.959	pcf2-antisense-1		pcf2-antisense-1
SPAC26H5.03	pcf2	cac2	pcf2
SPAC4G9.04c	pcf11		pcf11
SPBC29A10.03c	pcf1	rlf2,SPBC365.19c	pcf1
SPAC6G9.05	pcd1		pcd1
SPAC4H3.13	pcc1		pcc1
SPCC1840.04	pca1		pca1
SPNCRNA.1001	pby1-antisense-1		pby1-antisense-1
SPAC12B10.04	pby1		pby1
SPAC19A8.06	pbr1		pbr1
SPCC1919.02	pbn1		pbn1
SPNCRNA.1188	pbi2-antisense-1		pbi2-antisense-1
SPCC338.12	pbi2		pbi2
SPBC19C2.05	pat1	ran1	pat1
SPBC17A3.10	pas4		pas4
SPAC19E9.03	pas1	SPAC57A10.01	pas1
SPAC6F12.12	par2	pbp2	par2
SPCC188.02	par1	pbp1	par1
SPAC1783.07c	pap1	caf3	pap1
SPAC5H10.08c	pan6		pan6
SPBPB2B2.09c	pan5		pan5
SPAC1B1.04c	pan3		pan3
SPAC22G7.04	pan2	ubp13	pan2
SPAC25G10.09c	pan1	SPAC27F1.01c	pan1
SPAC167.04	pam17		pam17
SPAC22F8.06	pam1		pam1
SPCP1E11.04c	pal1		pal1
SPAC664.03	paf1		paf1
SPAC31G5.11	pac2		pac2
SPAC3H8.07c	pac10		pac10
SPBC119.11c	pac1	hcs,rnt1,snm1	pac1
SPAC57A7.04c	pabp	pab1	pabp
SPNCRNA.1478	pab2-antisense-1		pab2-antisense-1
SPBC16E9.12c	pab2	SPBC16E6.12c	pab2
SPAC227.07c	pab1	ret1	pab1
SPAP8A3.09c	paa1		paa1
SPBC29A10.12	oxs1		oxs1
SPBP4H10.03	oxa102	oxa1,oxa1-2,oxa1sp2	oxa102
SPAC9G1.04	oxa101	oxa1,oxa1-1,oxa1sp1	oxa101
SPAC1952.03	otu2		otu2
SPNCRNA.883	otu1-antisense-1		otu1-antisense-1
SPAC24C9.14	otu1	mug141	otu1
SPBC4C3.09	otg3	gnt2	otg3
SPNCRNA.1580	otg2-antisense-1		otg2-antisense-1
SPBC4C3.08	otg2	mug136	otg2
SPAC5H10.12c	otg1	gnt1	otg1
SPCC18.19c	ost5		ost5
SPAC7D4.15c	ost4		ost4
SPAPB17E12.11	ost3		ost3
SPAC6F6.05	ost2		ost2
SPAC27F1.07	ost1		ost1
SPCC965.06	osr2		osr2
SPCC663.06c	osr1		osr1
SPAC17A2.05	osm1		osm1
SPNCRNA.747	osh3-antisense-1		osh3-antisense-1
SPAC23H4.01c	osh3	SPAP27G11.01	osh3
SPBC2F12.05c	osh2		osh2
SPBC29A3.11c	ort1		ort1
SPBC119.09c	orm1		orm1
SPBC2A9.12	orc6	SPBC2D10.02	orc6
SPBC646.14c	orc5		orc5
SPBP23A10.13	orc4	orp4	orc4
SPAC3H1.01c	orc3	orp3,SPAP14E8.06c	orc3
SPBC685.09	orc2	orp2	orc2
SPNCRNA.1529	orc1-antisense-1		orc1-antisense-1
SPBC29A10.15	orc1	orp1,cdc30,rid1	orc1
SPAC821.12	orb6		orb6
SPCPB16A4.02c	opy1		opy1
SPNCRNA.1279	opt3-antisense-1		opt3-antisense-1
SPCC1840.12	opt3	SPCC965.02	opt3
SPBC21H7.06c	opi10		opi10
SPBC1703.11	opa3		opa3
SPNCRNA.130	omt3	SPNCRNA.994	omt3
SPAC27D7.04	omt2		omt2
SPBC3B9.04	oms1		oms1
SPAC959.04c	omh6		omh6
SPBC32H8.08c	omh5		omh5
SPNCRNA.1337	omh4-antisense-1		omh4-antisense-1
SPBC1773.08c	omh4		omh4
SPCC777.07	omh3		omh3
SPBC16H5.09c	omh2		omh2
SPBC19C7.12c	omh1		omh1
SPAP14E8.04	oma1	ppp53	oma1
SPCC1281.06c	ole1		ole1
SPBC16C6.09	ogm4	oma4	ogm4
SPAPB1E7.09	ogm2	oma2	ogm2
SPAC22A12.07c	ogm1	oma1	ogm1
SPBC16A3.08c	oga1		oga1
SPNCRNA.1070	ofd2-antisense-1		ofd2-antisense-1
SPAP8A3.02c	ofd2		ofd2
SPBC6B1.08c	ofd1	uS12	ofd1
SPBC215.10	odr1		odr1
SPAC1F3.10c	oct1		oct1
SPAC1006.05c	och1		och1
SPCC16A11.10c	oca8		oca8
SPBC15C4.01c	oca3	emc2	oca3
SPCC1020.10	oca2		oca2
SPNCRNA.793	obr1-antisense-1		obr1-antisense-1
SPAC3C7.14c	obr1	apt1,uhp1,p25	obr1
SPAC3G9.02	oar2		oar2
SPNCRNA.704	oac1-antisense-1		oac1-antisense-1
SPAC139.02c	oac1		oac1
SPBC21C3.09c	oaa1		oaa1
SPBP8B7.11	nxt3	glp1	nxt3
SPAC15F9.03c	nxt2	ntf2,nft2,SPAC1B9.01c	nxt2
SPAPB1A10.03	nxt1		nxt1
SPBC23G7.06c	nvj2		nvj2
SPBC31F10.09c	nut2	med10	nut2
SPBC2A9.06c	nus1		nus1
SPCC4G3.11	nur1	mug154	nur1
SPCC1620.11	nup97	mug87	nup97
SPBC17G9.04c	nup85	ptr5	nup85
SPBC13A2.02	nup82		nup82
SPCC18B5.07c	nup61		nup61
SPCC285.13c	nup60		nup60
SPAC22G7.09c	nup45		nup45
SPBC19G7.15	nup44		nup44
SPAC19E9.01c	nup40		nup40
SPAC4F10.18	nup37		nup37
SPNCRNA.1206	nup211-antisense-1		nup211-antisense-1
SPCC162.08c	nup211		nup211
SPAC1486.05	nup189	nup98,nup96,nup189N,nup189C	nup189
SPCC290.03c	nup186		nup186
SPAP27G11.10c	nup184		nup184
SPAC890.06	nup155	nup157,nup170	nup155
SPAC23D3.06c	nup146		nup146
SPAC1805.04	nup132	Nup133b	nup132
SPBP35G2.06c	nup131	Nup133a	nup131
SPAC30D11.04c	nup124		nup124
SPNCRNA.1656	nup120-antisense-1		nup120-antisense-1
SPBC3B9.16c	nup120		nup120
SPBC428.01c	nup107	SPBC582.11c	nup107
SPNCRNA.566	num1-antisense-2	SPNG2AF34	num1-antisense-2
SPNCRNA.1397	num1-antisense-1		num1-antisense-1
SPBC216.02	num1	mcp5,mug21	num1
SPAC27F1.04c	nuf2		nuf2
SPBC19F8.02	nud3		nud3
SPAC17C9.01c	nuc2	apc3,SPAC1851.01	nuc2
SPBC4C3.05c	nuc1	rpa1,rpa190	nuc1
SPCC24B10.19c	nts1		nts1
SPAC17A2.08c	ntr2		ntr2
SPAC1486.03c	ntr1		ntr1
SPBC660.07	ntp1		ntp1
SPNCRNA.1591	nto1-antisense-1		nto1-antisense-1
SPBC17D11.04c	nto1		nto1
SPAC30D11.07	nth1		nth1
SPNCRNA.1177	nte1-antisense-1		nte1-antisense-1
SPCC4B3.04c	nte1		nte1
SPBC23E6.03c	nta1		nta1
SPAC29E6.10c	nst1	SPAC30.14c	nst1
SPAC26A3.15c	nsp1		nsp1
SPAC3G9.01	nsk1		nsk1
SPAC11E3.08c	nse6	cor1	nse6
SPBC651.10	nse5		nse5
SPBC20F10.04c	nse4	rad62	nse4
SPCC645.04	nse3		nse3
SPAC16A10.06c	nse2		nse2
SPCC550.05	nse1		nse1
SPCP1E11.08	nsa2		nsa2
SPBC1773.10c	nrs1	ded81	nrs1
SPAC17H9.04c	nrp1		nrp1
SPCC4B3.07	nro1		nro1
SPBC16A3.07c	nrm1		nrm1
SPBC20F10.05	nrl1		nrl1
SPBP22H7.06	nrk1		nrk1
SPBC21B10.04c	nrf1		nrf1
SPAC2F7.11	nrd1	msa2	nrd1
SPAC1486.06	npt1		npt1
SPBC543.04	npr3		npr3
SPNCRNA.558	npr2-antisense-1	SPNG2AF19	npr2-antisense-1
SPAC23H3.03c	npr2		npr2
SPCC1739.14	npp106		npp106
SPBC725.05c	npp1		npp1
SPBC1711.10c	npl4		npl4
SPBC17D1.07c	npg1		npg1
SPAPB8E5.04c	npc2		npc2
SPBC119.15	npa3		npa3
SPAC1B3.05	not3		not3
SPCC4G3.15c	not2		not2
SPAC23H4.16c	not11		not11
SPAC20G8.06	not1		not1
SPAC6G9.02c	nop9		nop9
SPBP16F5.06	nop8		nop8
SPAC23G3.06	nop58		nop58
SPBC646.10c	nop56		nop56
SPBC9B6.07	nop52		nop52
SPBC4F6.14	nop4		nop4
SPBP8B7.20c	nop2		nop2
SPBC1539.10	nop16		nop16
SPBC3F6.04c	nop14		nop14
SPNCRNA.562	nop12-antisense-1	SPNG2AF12	nop12-antisense-1
SPAC16E8.06c	nop12		nop12
SPAP27G11.13c	nop10		nop10
SPAC6F6.03c	nog2		nog2
SPBC651.01c	nog1	SPBC725.18c	nog1
SPAC12B10.10	nod1		nod1
SPBC1604.06c	noc4	nok4	noc4
SPBC887.03c	noc3		noc3
SPAC1B3.09c	noc202	noc2	noc202
SPAC1142.04	noc201	noc2	noc201
SPAC589.03c	noc12		noc12
SPAC4F10.09c	noc1		noc1
SPAC1486.09	nob1		nob1
SPAC8F11.09c	nnt1		nnt1
SPCC70.05c	nnk1		nnk1
SPAC29E6.04	nnf1	SPAC30.08	nnf1
SPCC1223.02	nmt1	thi3	nmt1
SPCC550.11	nmd5		nmd5
SPAC16C9.03	nmd3		nmd3
SPBC651.02	nit1		nit1
SPCC320.11c	nip7	SPCC330.18	nip7
SPBC23G7.04c	nif1		nif1
SPCC1884.02	nic1	SPCC757.01	nic1
SPAC10F6.08c	nht1	hap1,nhp10,nht10	nht1
SPAC57A10.09c	nhp6		nhp6
SPAC1782.10c	nhp2		nhp2
SPBP4H10.20	nhm1	DcpS	nhm1
SPAC977.10	nhe1	sod2	nhe1
SPBC1709.14	ngl1	png1	ngl1
SPNCRNA.1450	ngg1-antisense-1		ngg1-antisense-1
SPBC28F2.10c	ngg1	kap1,ada3	ngg1
SPBC1709.19c	nfu1		nfu1
SPBC21D10.11c	nfs1		nfs1
SPAC926.10	new9		new9
SPAC3G9.17	new8		new8
SPAC3H5.13	new4		new4
SPCC330.21	new25		new25
SPCP20C8.04	new22		new22
SPBC839.19	new20		new20
SPBC887.22	new19		new19
SPBC8D2.23	new15		new15
SPBC839.20	new14		new14
SPAC4D7.14	new13		new13
SPNCRNA.1075	new12-antisense-1		new12-antisense-1
SPAC4D7.15	new12		new12
SPAC23A1.20	new11		new11
SPBC32H8.02c	nep2	mug120	nep2
SPBC17D11.01	nep1		nep1
SPAC6C3.06c	neo1		neo1
SPBC3B8.10c	nem1		nem1
SPBC12D12.08c	ned8	nedd8,ubl1,SPBC24C6.01c	ned8
SPAC1952.13	ned1		ned1
SPNCRNA.629	ndk1-antisense-1		ndk1-antisense-1
SPAC806.07	ndk1		ndk1
SPAC3A11.07	nde2		nde2
SPBC947.15c	nde1		nde1
SPBC11C11.03	ndc80	ndc10,tid3	ndc80
SPBC26H8.07c	nda3	ben1,alp12	nda3
SPBC16A3.15c	nda2		nda2
SPAC18B11.04	ncs1		ncs1
SPBP8B7.05c	nce103		nce103
SPBC30D10.02	ncb2		ncb2
SPBC4B4.02c	nca2		nca2
SPNCRNA.1698	nc-tgp1	INT_0_2957	nc-tgp1
SPBC6B1.09c	nbs1	slr10	nbs1
SPBP35G2.11c	nbr1		nbr1
SPAC637.08	nbp35		nbp35
SPBC725.12	nbl1	mug118	nbl1
SPBC106.07c	nat2		nat2
SPAC20G8.09c	nat10		nat10
SPAC6C3.08	nas6		nas6
SPAC2H10.02c	nas2		nas2
SPCC1450.10c	nar1		nar1
SPBC2D10.11c	nap2	nap1.2,nap12	nap2
SPCC364.06	nap1	nap11	nap1
SPAC1B3.13	nan1		nan1
SPBC13G1.01c	nam9		nam9
SPNCRNA.361	nam6	SPNG1428	nam6
SPNCRNA.230	nam5	SPNG707	nam5
SPNCRNA.1696	nam3		nam3
SPNCRNA.1366	nam2		nam2
SPNCRNA.1459	nam1		nam1
SPBC17F3.02	nak1	orb3,mor4	nak1
SPCC1235.04c	nad1		nad1
SPNCRNA.666	nab3-antisense-1		nab3-antisense-1
SPAC3H8.09c	nab3		nab3
SPAC14C4.06c	nab2		nab2
SPCC663.13c	naa50	nat5	naa50
SPNCRNA.1168	naa40-antisense-1		naa40-antisense-1
SPCC825.04c	naa40		naa40
SPBC947.03c	naa38	mak31	naa38
SPBC15D4.06	naa30	mak3	naa30
SPBC1215.02c	naa25	arm1,mdm20	naa25
SPCC16C4.12	naa20	nat3	naa20
SPCC338.07c	naa15		naa15
SPAC15E1.08	naa10	ard1	naa10
SPAC9G1.15c	mzt1	tam4	mzt1
SPBC30D10.21	mzm1	new18	mzm1
SPBC2G2.11	myr1		myr1
SPNCRNA.836	myp2-antisense-1		myp2-antisense-1
SPAC4A8.05c	myp2	myo3	myp2
SPCC1919.10c	myo52		myo52
SPBC2D10.14c	myo51		myo51
SPCC645.05c	myo2	rng5	myo2
SPBC146.13c	myo1		myo1
SPAC26A3.02	myh1	myh	myh1
SPBC216.04c	mxr2	MsrB	mxr2
SPAC29E6.05c	mxr1	MsrA,SPAC30.09c	mxr1
SPAC3A11.06	mvp1		mvp1
SPNCRNA.878	mvd1-antisense-1		mvd1-antisense-1
SPAC24C9.03	mvd1		mvd1
SPCC4G3.05c	mus81	slx3	mus81
SPAC6B12.02c	mus7	mms22	mus7
SPAC1610.04	mug99		mug99
SPBC15D4.12c	mug98		mug98
SPBC146.11c	mug97	meu33	mug97
SPBC1271.06c	mug96		mug96
SPNCRNA.1045	mug95-antisense-1		mug95-antisense-1
SPAC1250.02	mug95		mug95
SPAC10F6.07c	mug94		mug94
SPNCRNA.1435	mug93-antisense-1		mug93-antisense-1
SPBC32H8.06	mug93		mug93
SPCC70.09c	mug9		mug9
SPBC1773.11c	mug89		mug89
SPAC5D6.09c	mug86		mug86
SPAC22A12.13	mug84		mug84
SPAC32A11.01	mug8		mug8
SPNCRNA.885	mug74-antisense-1		mug74-antisense-1
SPAC16A10.08c	mug74	SPAC589.01c	mug74
SPCC31H12.02c	mug73		mug73
SPCC1902.02	mug72	SPCC663.16c	mug72
SPAC24C9.05c	mug70		mug70
SPNCRNA.815	mug68-antisense-1		mug68-antisense-1
SPAC6C3.07	mug68		mug68
SPAC1296.04	mug65		mug65
SPAC56F8.05c	mug64		mug64
SPAC8C9.16c	mug63		mug63
SPAC22F3.04	mug62		mug62
SPAC630.09c	mug58		mug58
SPBC146.10	mug57		mug57
SPAC26H5.11	mug56		mug56
SPNCRNA.715	mug54-antisense-1		mug54-antisense-1
SPAC1834.09	mug51		mug51
SPAC14C4.08	mug5		mug5
SPBP8B7.04	mug45		mug45
SPCC584.12	mug42		mug42
SPCC1393.07c	mug4		mug4
SPBC31F10.05	mug37		mug37
SPAC22H12.01c	mug35	SPAC23G3.13c	mug35
SPCC1739.10	mug33		mug33
SPNCRNA.1630	mug30-antisense-1		mug30-antisense-1
SPBP8B7.27	mug30		mug30
SPAC343.07	mug28		mug28
SPNCRNA.583	mug27-antisense-1	SPNG2AF61	mug27-antisense-1
SPCC417.06c	mug27	ppk35,slk1	mug27
SPCC74.09	mug24		mug24
SPBC36B7.06c	mug20		mug20
SPNCRNA.1351	mug2-antisense-1		mug2-antisense-1
SPBC106.08c	mug2		mug2
SPAC3C7.05c	mug191		mug191
SPAC6B12.08	mug185		mug185
SPBC1773.09c	mug184		mug184
SPAC6G9.03c	mug183		mug183
SPNCRNA.926	mug182-antisense-1		mug182-antisense-1
SPAC15A10.05c	mug182		mug182
SPBC2G2.07c	mug178		mug178
SPNCRNA.642	mug177-antisense-1		mug177-antisense-1
SPAC630.15	mug177		mug177
SPBC3H7.14	mug176		mug176
SPCC1682.03c	mug174		mug174
SPCP1E11.03	mug170		mug170
SPBC660.09	mug168		mug168
SPBC651.06	mug166	csa1	mug166
SPAC5D6.02c	mug165		mug165
SPCC1620.03	mug163		mug163
SPAC11H11.02c	mug162		mug162
SPNCRNA.668	mug161-antisense-1		mug161-antisense-1
SPAC1F3.09	mug161		mug161
SPCC584.14	mug160		mug160
SPBC25H2.14	mug16		mug16
SPAC12B10.16c	mug157		mug157
SPAC27E2.04c	mug155		mug155
SPACUNK4.19	mug153		mug153
SPAC3H1.03	mug151		mug151
SPCC1322.07c	mug150		mug150
SPAC57A10.06	mug15		mug15
SPNCRNA.1668	mug147-antisense-1		mug147-antisense-1
SPBC56F2.06	mug147		mug147
SPCC1235.12c	mug146		mug146
SPAC167.06c	mug143	SPAC57A7.02c	mug143
SPBC359.06	mug14		mug14
SPCC1919.11	mug137		mug137
SPNCRNA.1109	mug135-antisense-1		mug135-antisense-1
SPCC330.04c	mug135		mug135
SPAC4G9.07	mug133		mug133
SPAC11G7.06c	mug132		mug132
SPBC1861.06c	mug131		mug131
SPAC8F11.05c	mug130		mug130
SPAC8C9.09c	mug129		mug129
SPCC830.04c	mug128		mug128
SPNCRNA.1029	mug126-antisense-1		mug126-antisense-1
SPAC4F10.08	mug126		mug126
SPAC1A6.08c	mug125		mug125
SPNCRNA.1453	mug124-antisense-1		mug124-antisense-1
SPBC19C2.06c	mug124		mug124
SPCC16C4.17	mug123		mug123
SPCC1682.15	mug122		mug122
SPAC13C5.06c	mug121		mug121
SPCC645.11c	mug117		mug117
SPAC5D6.10c	mug116		mug116
SPAC56F8.14c	mug115		mug115
SPAC4F8.08	mug114		mug114
SPAC3F10.05c	mug113		mug113
SPCC338.02	mug112		mug112
SPCC31H12.06	mug111		mug111
SPBC2G2.10c	mug110		mug110
SPAC2E1P5.02c	mug109		mug109
SPAC29A4.12c	mug108		mug108
SPNCRNA.1056	mug106-antisense-1		mug106-antisense-1
SPAC26F1.05	mug106		mug106
SPAC25H1.04	mug105	zup1	mug105
SPAC22A12.02c	mug103		mug103
SPBC16E9.07	mug100		mug100
SPAC57A10.04	mug10		mug10
SPNCRNA.1198	mug1-antisense-1		mug1-antisense-1
SPAC56F8.08	mud1	ucp1,ddi1	mud1
SPBC31F10.10c	mub1		mub1
SPBC409.19c	mtx2		mtx2
SPAC589.04	mtx1		mtx1
SPBP19A11.03c	mts4	rpn1	mts4
SPAC6F12.16c	mtr4		mtr4
SPBC211.08c	mtr3		mtr3
SPBC11G11.07	mtr10	SPBC18H10.01	mtr10
SPCC132.01c	mtr1	SPCC1322.17c	mtr1
